Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2024-03-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Cote d'Ivoire;CIV;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2756.25353704839;2744.91063006202;2698.27946564369;2657.93227328358;2640.38055223054;2787.38001987785;2952.26236680637;3180.31730299725;3242.54752930437;3227.52017127579;3202.95174265195;3121.72784860442;3007.35726363402;2852.02043375347;2952.04126245591;3005.99833180054;3116.37115254806;3166.67153746249;3310.47535012561;3379.41256459389;3577.70698193952;3384.9309791454;3483.68978882593;3801.61647107286;4254.23089595128;4579.85145969451;4693.67504516721;4836.04836654882;5060.59742978453;5350.01014083108;5377.39444625563;5866.49575760691;6540.46235512789;
Cameroon;CMR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014.18037647256;1943.94214903669;1870.8697946879;1712.72131338507;1731.90467080827;1769.433731542;1827.47508640368;1892.15697581766;1951.6006477742;2014.2988847728;2083.23424833488;2164.67041259965;2236.10069605618;2339.84064917022;2502.3790836283;2567.22358686321;2673.56321336677;2786.08559714249;2838.69507774502;2848.3299563577;2882.75070014928;2957.16345620614;3022.35801135338;3194.16203218593;3369.32489025983;3437.78982576215;3559.13512043726;3691.09472365252;3822.23276458654;3915.82749857609;3870.8294331089;4071.05347014774;4398.04891872079;
Congo; Dem. Rep.;COD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;848.096959017952;776.88169993853;690.051404955549;591.979827617372;554.010830308425;546.246191021379;540.162442554952;510.473103114986;495.95809724773;467.894227633687;432.699339419267;420.272176632106;426.174628480242;445.5148537136;473.958929921215;502.897199875451;528.871699781478;558.900153803526;586.028749368622;587.552815360015;616.532399110794;650.436603207665;650.921589580947;731.932821307684;824.412437591915;877.680835200472;932.405165247328;1023.53983314556;1073.44690557385;1104.84336768272;1102.55351748245;1184.72048571213;1337.83414851626
Congo; Rep.;COG;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3429.41170224292;3530.78639952825;3605.20416552338;3551.36926630484;3331.57491680786;3442.72374262997;3559.74348658715;3525.35537763059;3620.05085513587;3482.03202057909;3687.23224588555;3769.26533216344;3910.79743422332;3910.65411079644;4016.42944592607;4305.8699382955;4616.63511049667;4267.75686072464;4473.22706795328;4827.90709126624;5152.51778959957;5204.00083364149;6062.8227764881;5810.92238326085;5683.80645993848;4652.6623062708;3944.49675056544;4345.51912316554;4244.59631831872;4267.62152250352;3958.92424240276;4083.09343628469;4335.05500104993
Colombia;COL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5083.67049407966;5252.63702304741;5479.89158535851;5796.49051326257;6143.69327665406;6475.07925219187;6607.49917795626;6829.08507787015;6825.87076802027;6520.96454507111;6753.46479386828;6911.72749433127;7085.6208098397;7398.18350233824;7888.45008375475;8412.99682930896;9135.67897534929;9891.37577029778;10291.1999875576;10357.3340858966;10830.1951175574;11694.7266079337;12095.6484973702;12798.6631873849;13390.0319482201;13378.6751471778;13971.3353365208;14334.9105821162;15161.312733978;16091.5044541313;15416.3252808236;17586.5250412816;20951.5407288935;
Comoros;COM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1513.47375803149;1442.88858106146;1563.78974510767;1612.22157192969;1526.28954887326;1580.2357294355;1554.55237378961;1610.09009806963;1614.17288645193;1635.19512146015;1818.02205165685;1864.20466530761;1898.09721034132;1937.86195740916;1989.61006346665;2069.17863370587;2146.12323416645;2177.67083913844;2261.34802331538;2301.97128631252;2367.77862867655;2464.35422707787;2655.73487461664;2795.2434656716;2887.06550385631;2884.77485185031;3053.30258484962;3240.17917020286;3374.0416632034;3430.21084045719;3402.87122164648;3562.54447917905;3833.73856298857;
Cabo Verde;CPV;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1075.48666722997;1102.79147876113;1221.06618270283;1324.86401646817;1572.9518397097;1790.79647291924;1984.07798002732;2192.45617213337;2440.48210239712;2694.99413175801;3090.4723890869;3177.18689544162;3343.94051026484;3501.59957820114;3909.3618134733;4256.04452149249;4680.12462676976;5471.65091632714;5903.59523031406;5791.92630513502;5905.33932603844;6189.69573422689;6048.41406762586;6019.80330326067;5989.40482976005;6242.70523177727;6689.80495084851;7130.85415218192;7490.14137164914;8071.88911593237;6413.5729269877;7014.40251842564;8715.99568369362;
Costa Rica;CRI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4962.08260625675;5114.67667256117;5570.65299691902;5957.79319528115;6207.2874065507;6446.06302395955;6501.02252811309;6820.10241016773;7231.77470994481;7486.05300460919;7796.43088532162;8099.71240071143;8363.81072564361;8756.921954704;9248.12662801259;9772.46432755117;10658.2776328134;11680.5728019195;12297.2133627746;12103.3818532381;12740.3409691018;13410.3545362616;14174.6021027648;14851.13543931;15905.1479384975;16925.179408146;18898.0761600162;20168.2194165112;21144.4120267536;22949.5258279591;21716.8727590625;23700.2942648986;26181.1382924767;
Caribbean small states;CSS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6154.10953466441;6458.88723105293;6762.72255073055;7091.12754519285;7384.70648658751;7685.17062338072;8027.17759792663;8353.52151316399;8612.37182645223;9023.92874190229;9501.82420915285;9865.32340223671;10335.1316242275;11141.8416202465;11855.7694326081;12589.4148329193;13838.6372573708;14639.0254632722;15051.739464245;14544.1844175213;14846.424723413;15234.8133710733;15551.0449821851;15750.7381166719;15997.177399555;15750.7844180871;15538.9859162358;16221.3132027281;16730.7170689395;17095.2465719781;15880.1278912604;17452.6772235489;21260.8683231994;
Cuba;CUB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curacao;CUW;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21888.3470571227;23054.7039565463;23478.2418557463;23520.551593883;23788.3703269392;24078.3759395459;24587.7749268238;25369.9855313677;26091.948096153;25950.142230552;25953.0970954179;26251.3628228418;25186.859429047;24981.9569379245;24583.793247654;24348.8513284734;24032.932502408;24795.5934776245;24988.3138465185;24917.401660618;21022.1940908006;23272.9136131369;27302.217641031;
Cayman Islands;CYM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75269.0991443664;77386.8151042494;76320.1659287252;69274.5712590085;66346.6280129851;66766.0423287818;65118.4454712649;64286.0055113228;64432.3505670553;65087.7173379803;66970.3135899715;69534.7719101223;72754.0098417523;75504.4485656993;71313.3403530448;76580.7372179852;84279.6199785314;
Cyprus;CYP;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13339.1923828125;13537.275390625;14749.607421875;14842.1396484375;15724.849609375;17084.572265625;17313.509765625;17777.369140625;18758.62890625;19662.640625;21291.236328125;22868.724609375;24013.017578125;24281.044921875;25945.4609375;27763.154296875;30015.3125;32888.99609375;34830.34765625;33883.7734375;33417.7578125;33313.4765625;31834.5078125;30375.125;30080.26953125;31815.0703125;35718.98046875;38288.0078125;40559.234375;44686.71875;42798.01953125;48469.4140625;53785.74609375;
Czechia;CZE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12716.1323543506;11647.170767091;11840.1454843004;12115.6993890029;12729.8355865039;13850.1441326856;14684.5978449717;14821.9164156797;14977.620333641;15396.3117820518;16237.5436875233;17626.2597067654;18252.5740277955;19539.1537647819;20932.6718876743;22095.3924058263;23923.5578307728;26288.347107542;27974.4931622586;27760.6847869061;27877.1437357602;29001.3571707963;29254.7290685301;30818.1105662863;32502.4753540118;33899.2865661657;36097.7138665587;38824.875418124;41143.8203972987;44859.7931468769;43922.5201338774;48418.1238506908;51695.181658382;
Germany;DEU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19449.7602223898;20981.2064552826;21706.3539609941;21859.6344464263;22781.3005717175;23548.8341251243;24070.1192352083;24568.1428908736;25344.8813185293;26291.2110793898;27202.4760848567;28376.9040865111;29178.6374658122;29909.8087206449;31334.731516716;31794.0960095207;34160.1031115569;36295.7184317891;37802.3874303197;36814.7547339146;38945.9217348604;42541.5310884096;43359.6148271723;44993.8927459315;47011.5510935131;47609.7810045816;50579.6839299266;53071.4555699913;55195.8405428372;58251.7730828469;57905.1795514844;61939.6515850137;66616.022245056;
Djibouti;DJI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3730.36651230337;3897.11431214617;4144.97437037023;4263.13340598945;4451.68384614482;4699.70967027594;4970.33421940026;5025.84273613775;5412.67431747505;5893.23837068246;
Dominica;DMA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4352.26468060773;4582.51406312343;4784.06989175277;4999.20008997646;5105.57422465134;5370.38796635646;5641.33134705495;5871.25227336678;6174.20447002506;6305.33434645858;6633.07340850224;6797.37800502648;6697.38013305281;7244.34825192445;7650.99534231551;7931.10488260115;8548.31024735836;9332.59888776275;10187.8809181854;10132.5238139;10328.0742198196;10521.0831482032;10245.1427621303;10470.2632741031;11184.6419540366;11327.0814065906;12159.6207660102;11511.6064241415;12134.1656882497;12921.1246600288;10830.3283754644;12027.0484845933;13540.2246149243;
Denmark;DNK;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18231.3133594948;19060.9909162657;19811.282062116;20215.5799205138;21674.9543022225;22680.9768440415;23733.0685855529;24923.7960640886;25813.8773285488;26653.8239044055;28661.7641564157;29446.0143635699;30640.3456230968;30822.0928782295;32939.6304700282;34150.1594558945;37334.1604013286;39015.0593398184;41278.3268270571;40330.2227131882;42995.6175669409;44403.3848413929;44803.9682421214;46726.8541437832;47901.4473627066;49045.3391904109;51976.0057060956;55356.680780178;57482.9623999067;60787.4633578269;62529.2510567035;69878.9348117258;77953.6786613124;
Dominican Republic;DOM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3666.6490013083;3747.89308357983;4177.94340235862;4501.80368161711;4627.19136862518;4900.29915779653;5194.22321909962;5656.02487469446;6006.41455422103;6353.71689506892;6697.52125743461;6913.04439955363;7231.22498603896;7172.966415408;7451.83523534101;8298.49512928288;9219.26706744999;10042.9091202133;10430.093008146;10458.8535944707;11317.472532971;11760.6418938012;11781.8868715091;12348.4253354838;13321.7670656573;14564.9469530273;15911.1543901247;16524.5338420587;17904.4502873475;18941.7167791279;17707.6878853385;20553.0995072967;22841.0897955951;
Algeria;DZA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6974.07637951301;6955.54482683787;7075.76023121864;6934.26030052635;6872.20930203825;7144.57349969055;7441.3015398528;7525.30567804834;7878.20657884874;8130.38787214838;8510.35927933161;8840.67416571386;9354.22172489251;10088.0867695762;10653.3430333517;11478.028050346;11861.1660564982;12392.5059189428;12714.161655536;12768.9937191806;13141.1202585331;13543.5987190283;13347.3627953184;13104.7371038263;13058.1245739587;12071.8141810043;11685.4514179182;11809.4830333846;12007.7747128947;12120.4063737646;11452.2266239549;12170.1937766883;13226.789566754;
East Asia & Pacific (excluding high income);EAP;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1458.09282036781;1598.07915670341;1776.16493683532;1979.82430020955;2199.39231549119;2428.58587002615;2656.73090049632;2848.80527838384;2870.38469659301;3047.24198747459;3311.30970240534;3571.28326222034;3869.19811260891;4244.20899254438;4698.31430057812;5258.16561115674;5935.7710135583;6758.46181063971;7396.63987503081;7936.10180021226;8736.13318315705;9579.18392239056;10370.9643621372;10956.7584917997;11462.3599592333;11783.1272387915;12304.0928497163;12977.8526920327;14049.0201524791;15029.8167075086;15261.8848760493;17013.841870507;18830.1301190778;
Early-demographic dividend;EAR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2954.17065886715;3128.1754916314;3263.68370148499;3345.73128975997;3448.31154138214;3573.56593594086;3767.98506875346;3922.32975404888;3887.23986935735;3965.40621121034;4167.37304485871;4265.10274251293;4342.06386592752;4588.33874330756;4940.7737269998;5317.30624248927;5757.29905486127;6178.70539388799;6464.38649851038;6552.45074111618;6958.60820689482;7373.57551353922;7745.34655477373;7971.01830472679;8192.25934404355;8295.83914400641;8604.56790204327;9029.88668090302;9477.23697706776;9778.02216625523;9389.38505057832;10340.5255349478;11689.6826202352;
East Asia & Pacific;EAS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3250.57939561919;3499.67525589391;3724.74444442658;3965.84955307484;4251.07278873952;4567.17810271477;4888.35532173847;5141.39930211688;5136.04621375469;5371.03836657852;5775.55435029964;6079.33628680066;6451.62294291091;6875.43363391304;7459.47227320382;8116.4335210096;8909.94549376495;9844.47189317744;10466.8816968515;10847.7576724184;11776.8035602103;12665.6441643769;13493.9448857606;14187.077435215;14699.4515206674;15114.3308975873;15616.4871060738;16337.9705022102;17439.9834340009;18418.8652442715;18631.3017895959;20531.1902248818;22542.9940179224;
Europe & Central Asia (excluding high income);ECA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7081.50034586352;6907.06018644512;6361.21313880917;6127.30690697757;5522.16912734877;5521.31508911748;5589.89764716741;5839.71493736432;5342.47055583321;5523.64748040505;6197.47724995281;6544.80313553616;7016.66060793803;7754.23729975146;8659.32823413123;9750.32128710493;11651.9801383723;12971.2151584486;14824.0720163905;14293.4559139215;15302.0511739335;16894.3824266689;17915.1509817093;19329.3886407397;19693.9410864472;19251.7241610224;19659.006798175;20859.5373341139;22282.4692054829;23125.5255450456;23038.7891815797;25405.3155865114;27910.1256956172;
Europe & Central Asia;ECS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11855.5011294645;12141.0865784546;12176.7085957694;12261.1754865885;12461.4764119198;12931.4659226212;13377.5119382458;13951.2639705972;14236.2781698998;14788.1913762777;15929.422347425;16736.5433527727;17540.3508550987;18206.7619263442;19331.3198860674;20360.7536503572;22542.0254685665;24165.8745647472;25812.3590474013;25080.6146444415;26142.2509262441;27707.1423860651;28478.2497084976;29761.5521491553;30499.8540026592;30934.1935813693;32352.0194436185;34060.4865275436;35753.2028172441;38041.8526958875;37291.5259312382;41148.307791209;45502.9038541873;
Ecuador;ECU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4723.5497496915;4980.16448568113;5092.72370078074;5211.9186523126;5444.82575448404;5578.99070747235;5674.71435031845;5915.58632355036;6070.30014401578;5763.76897529819;5857.49602188349;6123.75719042114;6362.49650203443;6549.19622691656;7151.69692844863;7633.47079951575;8075.33299900992;8330.83397706331;8877.78098746324;8835.38664603911;9104.36406319143;9861.50358079158;10304.8889975552;11142.6783620139;11708.6529969655;11071.2947208291;11068.8568481159;11679.4302342769;11887.4922454745;11873.2893067757;10937.1067659167;11772.5289641273;12826.3613458148;
Egypt; Arab Rep.;EGY;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3639.37098290912;3714.13986122773;3877.52444593298;3991.88113867841;4145.0059605807;4332.38578752878;4533.01790013693;4760.72288694115;4974.88294016186;5238.50165397992;5581.58759758699;5788.83176273748;5895.00533298402;6075.14513550489;6362.90444845712;6721.25308311943;7260.11803687592;7830.48935148411;8385.94489564719;8663.00247168304;9033.34440516636;9178.85358944855;10506.9681019305;10623.7378888843;10306.9158926043;10890.2417857169;10593.7478005893;10995.0056689479;11636.4988438313;12280.6063924863;12661.181204072;13440.6194116398;15095.9900534616
Euro area;EMU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16840.7264741191;17796.5185909136;18381.3941146486;18611.3283355681;19415.5026861792;20255.2416069621;20893.4349171296;21735.5404304029;22775.373093425;23644.1910076214;25115.6367957873;26305.6718899422;27343.7455973715;27797.955437834;28892.1673935577;29887.8343434023;32342.2770592701;34236.4333270951;35526.6008460489;34606.5681981904;35569.3000029905;37219.9615599133;37592.8469877193;38776.2915191614;39735.3790771434;40825.2215785785;43311.7611058996;45397.788129354;47317.7996353801;50849.9425196253;49283.7240689556;54208.7813739074;59457.3408715276;
Eritrea;ERI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;955.456414712497;1075.95321024002;1292.3000884237;1284.94114533119;1362.14612612943;1477.28528501334;1499.97626229317;1499.54756845757;1462.7410222242;1581.02966245979;1598.41844048938;1523.31502486461;1523.88399823824;1573.08209561323;1578.93833300922;1618.84910743023;1449.06352496892;1476.51524777382;1496.07677946095;1628.75050902937;;;;;;;;;;;;
Spain;ESP;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13676.3069991903;14461.9219915328;14856.0075997592;14973.4186905572;15583.2587611501;16276.7427388216;16973.8523441756;17909.4373888597;19096.4829793645;19954.2902150512;21586.9938141957;22955.966663531;24371.5988492666;25047.4962458438;26144.3831604637;27606.9340516269;30720.0135089141;32476.891305261;33263.2723985249;32091.4271030562;31677.2223884807;31867.9732396862;31720.2738156972;32444.4611896857;33540.3571743561;34919.3872520672;37305.6291510563;39550.1890761123;40716.6807627631;43739.63291058;38967.339917953;43620.6040614123;48685.4963088272;
Estonia;EST;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6475.40136185006;6889.29880886621;7977.91655116702;8450.51937523685;8412.06677647343;9422.49706491914;10317.3071932177;11663.2715046648;13133.2836551089;14536.7596770475;16634.8927393745;19345.2032742068;22200.2322815317;22802.3421764634;20477.258451618;21615.7400462342;24557.2361475947;25996.0467779508;27464.5186781161;28945.4653303277;29175.9259267894;31312.7522996878;33821.93290847;36410.1220937377;39578.0817172929;40096.4801835409;45047.315035037;48168.3970970141;
Ethiopia;ETH;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414.651457526046;381.661247291586;342.288398612716;383.334725080449;390.727908136444;409.691560275838;454.246287205945;461.883772466985;437.338469855253;452.484476165329;476.528464196205;512.520781339025;513.120316650617;497.275623822034;563.508562084278;631.673170550399;701.600498674121;780.532556968826;856.659778813973;912.108359381051;1010.02202703432;1114.04597197907;1191.44062232971;1261.11329988192;1488.62575532765;1630.87746187943;1848.66111635863;1987.96875367138;2117.15936214803;2274.18556583461;2379.44788754796;2559.09732379147;2812.51313440852;
European Union;EUU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14814.6403245146;15484.937840327;15954.4607053342;16196.1267131773;16941.7342601252;17745.4071534262;18342.8808058128;19063.9783157322;19967.0620583018;20744.2722353456;22075.6350556416;23173.70401839;24199.3471843587;24707.3565760632;25864.1333646217;26814.1023609444;29124.964683259;31039.7498228511;32492.650614955;31815.3158671466;32862.5869453668;34495.0861652648;34965.1920473749;36064.8659258247;37065.005126408;38223.3372508803;40551.0262808348;42665.4637497011;44652.634479149;48192.3110902157;47104.8401372772;51917.3512374026;57285.5468907229;
Fragile and conflict affected situations;FCS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2489.91942486806;2502.06233406198;2504.7989148143;2435.05130242406;2275.46258560159;2253.50350532069;2280.37986231176;2389.22952801578;2486.46761330876;2519.48369147578;2673.73000235669;2793.05862541827;2814.05651740732;2758.14169588488;3146.98618193378;3371.15950254826;3624.46446514951;3876.08236968323;4053.66629989428;4009.59307331652;4177.97742962036;4201.39409300985;4409.91939544193;4607.17223105616;4616.8645779447;4416.18026623164;4471.73758106372;4617.70508763546;4765.69898404894;4862.38519924662;4574.78462561342;4777.52238661061;4956.31826436896;
Finland;FIN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18133.7699926998;17547.4076963637;17258.7464395933;17466.1488428445;18466.3439442007;19573.7479251069;20080.8401640329;21790.4773658676;23576.7795859034;24767.280673451;26788.1090073235;27803.9084926269;28605.1223159604;29053.1101567343;31202.6326662541;32051.7940038456;34454.8883772759;37846.9232155282;40083.6972699668;37971.1688218955;38949.7244997518;40916.8385790274;40873.0953326066;41493.1416470359;41757.4021894413;42497.7049785783;44934.4482077785;47570.133583848;49579.3310008278;52569.8000550589;53668.8190916817;57848.6141705053;62823.0352933365;
Fiji;FJI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3917.42323096359;3918.45171243583;4241.26852001763;4421.14056907588;4736.21163690195;4947.38572397736;5251.3441799813;5172.21055691881;5237.39411080303;5712.0934426002;5679.52094705688;5861.59028020456;6081.4836973465;6202.11405171091;6641.23702647774;6832.56783916253;7107.58099116847;7176.09574988747;7339.13893957574;7246.21285548311;7518.39329745748;7854.56662555927;8393.2607979997;9036.7683509059;10738.2663948957;11755.0861781429;11999.677660921;12822.0135997922;13631.1751455916;13803.1353861187;11575.8606853482;11453.4188102158;14632.2100618181;
France;FRA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17697.5748941508;18325.9067531142;18948.7066716088;19192.3443550453;19989.6124476247;20763.0971115751;21350.0655160254;22237.7345741183;23356.7538649992;24304.4045284907;26090.1387960261;27493.7017505526;28518.8252206252;28168.769567267;29056.0052608709;30494.2141075076;32464.8468361788;34126.125037055;35092.6943078696;34674.9978196774;35894.9921081735;37439.2331426991;37677.7267932587;39521.6969847538;40144.0268283679;40849.9973780501;42924.613626021;44577.0645745394;46537.4740442591;51240.0683019805;49494.2900844931;53834.7992971017;57594.0340179208;
Faroe Islands;FRO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia; Fed. Sts.;FSM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1727.56819949514;1883.79480762852;1955.92032489033;2101.21923762063;2079.43049533104;2241.3939724448;2200.68202030396;2096.36408974828;2175.04610369053;2233.34727946491;2390.70477594143;2492.22261360604;2543.90969292987;2639.30578294779;2635.32905147033;2785.91548279206;2886.17339102263;2930.17396464963;2936.64555167786;3010.93020795922;3124.07088688968;3281.54335122509;3270.06433878084;3193.75912975394;3166.36221142138;3332.46476333022;3381.8582444418;3522.34936744575;3598.40301383664;3691.0150881556;3612.11183562718;3664.48683963224;3854.87700100021
Gabon;GAB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11959.5114992413;12769.4030153591;12321.9190255493;12767.9002024319;13175.7028227924;13764.2139192941;14162.8354469568;14856.6956681979;15160.5833377394;13651.869274848;13352.0772238723;13585.2356267981;13402.5027845575;13602.0736356982;13679.3375721078;14076.1962998095;13688.5822073369;14448.8944097361;13792.0299962063;13448.2995472784;14084.5380314089;14863.4623434247;14628.6158794216;14437.7597324564;14721.9011453059;14113.8276706617;13749.8325459881;14478.1303050188;14597.1473084946;15092.030603472;14682.0637700704;15252.561263438;16464.9743242695;
United Kingdom;GBR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17054.444821826;17382.8499586945;17802.1080142144;18633.0827722684;19712.6774084733;20581.042006181;21938.4450220767;23065.1905194119;23687.6917522907;24493.5013657365;26529.8521734351;27915.5304404741;29089.0536770407;30317.5243136229;32055.4717642346;32726.1331883772;34734.8160246415;35523.3115876502;36744.7913584035;35023.3323106015;36487.6718531875;37224.3787645256;38343.0869033484;39954.2191450769;41278.1275079919;42496.8542909218;44082.1164678494;46048.2000506645;47090.4848967293;49911.1566522003;48005.879606196;52841.6345850474;57460.5057520708;
Georgia;GEO;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5727.62417194966;4639.16997010364;2594.26490924205;1863.24540986678;1731.57040253002;1883.30046260803;2211.39945447559;2567.199691098;2743.75422661625;2921.75220869162;3102.62625136514;3376.96175669009;3649.92568608986;4161.5730601326;4548.98521312388;5174.30883005271;5869.68743175716;6822.11118053641;7142.78306443797;6987.93651431798;7567.66412576382;8360.29720703065;9826.05275341086;10611.7741169939;11575.547210705;12089.1694050447;12858.4834001898;13589.7073915159;14596.069289313;15624.9700213762;14748.6321080538;17088.8810512761;20172.0764615412;
