Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2024-03-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Armenia;ARM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2756.57332354643;2473.87354790732;1490.35193668474;1438.58850813848;1587.04298834687;1758.67355702797;1909.64268102564;2023.94715018545;2217.0578535948;2347.50209987159;2572.4208203298;2915.45578555773;3382.06032385789;3958.32998572176;4518.26274645491;5339.90170201023;6274.02820664947;7380.23153964858;8097.3050071749;7045.33072468128;7331.38650353822;7881.77173468477;9267.39700562965;9822.94744066856;10114.93983675;10132.318975243;10966.8533270074;12509.6396064818;13549.5224245895;14924.776928318;14105.9112525331;15676.3282908496;18965.727568415;
American Samoa;ASM;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antigua and Barbuda;ATG;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12880.5511999373;13540.5492561906;13787.47976733;14594.2959398031;15607.6720619553;14944.7957874133;15898.1157440955;16717.0522354267;17374.6863760041;17963.6381321169;19189.4483202303;18444.3152986474;18683.9883960014;19982.6865843469;21464.3654261776;23296.7240269624;26724.1972976173;29593.0803504902;29708.9717535717;25923.1120268421;23850.1402677498;23584.2714499711;22350.4932824863;21806.3920194394;21788.6401028276;21162.092794509;21558.9954266263;21672.0448949248;23604.836955921;24641.2293534997;20130.1690538752;22622.1761177229;26365.468976483;
Australia;AUS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17380.8816876752;17835.3580774279;18253.5816346613;19215.9605874947;20170.5253980883;21038.6667853022;22132.1929034356;23124.9639117233;24378.2453109245;25485.39144594;26541.6653208437;27645.8140289701;29032.4909555888;30121.8184177337;31763.7960926854;33036.5834770249;34846.7156302418;36653.8417179443;37532.9990434133;40312.3951186945;39374.6321044163;42025.4645815618;42866.6043295085;45936.049310436;46914.3867078836;46292.0954391179;47289.2859136343;48418.558421681;50251.3353381469;52746.7182896307;54064.0794661947;57406.1787604549;65388.2159562839;
Austria;AUT;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19459.1853817091;20602.8842323951;21278.1008434046;21717.3827088261;22626.6999440699;23681.2123261073;24552.0264768985;25422.0232889956;26674.8408048973;27606.4830303088;29379.7422969788;29711.5838626165;31178.6933297272;32146.0152926271;33774.7873879307;35013.7140443423;37661.922416092;39439.6039049819;41316.225176699;40916.9197419528;42002.1571364403;44452.7327457999;46457.3457770311;47922.0491207455;48799.7154676985;49865.9039424185;52684.0171130768;54172.9867888254;56937.944282984;60574.6271030491;58610.8343636691;63421.2035870778;70975.7206346934;
Azerbaijan;AZE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5253.44660826408;5321.81099375037;4149.74660557513;3217.65149470211;2603.60192877256;2317.59069546393;2366.63815438445;2522.62837120686;2779.61552655268;3000.92505671238;3381.66620983258;3770.85228711686;4159.94056320335;4639.79442615882;5159.85941090733;6740.4240629969;9243.49764554313;11732.8414907335;12969.2003782405;13972.5947839401;14678.7737395302;14804.5744507911;15957.7188502849;17188.9455056612;17443.8782563094;14938.4011276715;14371.0227410092;14121.4069355591;14551.2001141105;15054.544606509;14495.6569721312;15927.2101484962;17828.6083929734;
Burundi;BDI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;609.371647541677;648.330867116989;652.512222508418;647.477043592149;632.424953909955;559.836299430181;524.681068398009;525.83172726084;546.719839805259;535.962337056464;532.425919852103;542.030190166285;559.112337329033;545.775539314511;566.091631453863;567.700700411859;595.205565689488;609.593595544823;625.243739608448;620.896733786154;630.358192954177;646.103127483227;651.952327282116;696.497000211236;728.870060256426;797.05011411535;766.587220607525;750.787616270977;758.249031649132;760.604126124997;751.200911855438;787.942778727228;836.464567494017;
Belgium;BEL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18675.3121947985;19587.8553500426;20258.5474461442;20459.1891478373;21504.01177389;22431.459360451;22736.7580685985;23727.8975208193;24368.7574088239;25440.8411888638;27788.0908832256;28796.5795804462;30282.2886450283;30934.5826454577;32063.9826949865;33177.8909458158;35258.985063203;36799.5318686343;37883.3319417819;37748.3994331926;39833.1840540415;40942.372710454;42290.7620520019;43671.11959259;44929.685593416;46200.904454307;48597.3999826201;50442.2705419624;52530.5620821347;56621.5417607532;55756.6682522937;62107.0699329664;68253.332067842;
Benin;BEN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1220.21458185828;1275.135741128;1302.24047956983;1349.49034534688;1354.59080377176;1436.73762604785;1487.59807779095;1554.14549343527;1584.96540576118;1642.173164791;1724.54671037395;1802.32459760145;1858.76676518554;1902.50292259119;1979.29289911841;2011.39667736316;2090.28425488276;2210.7927096781;2294.86987751056;2294.60279263052;2302.6877910018;2350.35645152303;2427.43265922317;2590.92504537631;2745.85861163361;2792.60964526702;2901.26467091701;2933.83738431719;3113.25475826838;3290.30700011152;3364.9730117672;3665.19380352655;4057.45175503911;
Burkina Faso;BFA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568.630146341943;625.178195411171;625.322827184169;646.047073403215;651.879799348004;685.788688392577;755.708141447607;796.589149193638;840.984430760182;889.501251044902;899.584820546202;951.314407021718;977.668518493994;1041.89856330638;1083.24931305826;1176.3572973137;1248.87304213661;1295.4671174055;1356.37219555766;1364.89564531445;1454.57874744176;1536.80894422349;1568.0668585351;1629.31783621598;1637.92805098986;1657.91610692212;1833.43305343067;1978.15501161376;2100.53092354319;2195.35561873689;2206.61225205539;2401.22808557494;2549.93498181033;
Bangladesh;BGD;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;979.948003398134;1028.28858968046;1088.74013680047;1144.9708324815;1191.835185165;1255.4876300849;1313.07393808981;1370.95971758003;1431.06189688341;1490.19028013653;1574.3315699744;1659.71135589897;1717.97006163024;1803.13815309616;1916.45203801677;2074.01158534209;2253.20981719788;2451.5422131243;2625.40635930662;2751.21787760065;2906.05192045574;3119.92997299708;3493.9228210851;3734.72565106496;3997.28670060872;4216.71973918632;4558.56389477538;4830.77629051855;5247.69469583125;5699.07813423519;5904.56736266229;6522.55582642865;7397.54573714685;
Bulgaria;BGR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7545.53138669653;7212.99291162659;6914.71617803884;7029.69006299586;7335.20045014363;7737.73640797436;6846.4401838939;5749.35702311624;6177.63244608988;5807.79182219793;6422.77942664747;6961.06261541973;7937.37826853105;8417.45455930449;9201.71602001084;10291.4238650414;11408.088727793;12822.2664644766;14346.9411471568;14180.7101006026;14955.8951303858;15747.3923747037;16327.249316632;16649.3726338943;17616.3879467033;18385.9803612081;20065.6187121395;21457.9019850147;23005.9250630132;25527.2635620283;25736.21821491;29406.5795920851;35469.8716520428;
Bahrain;BHR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25731.1649187926;28594.0918342748;30129.9623716511;33643.6304591696;33149.5742476964;34045.3942781628;34962.9567076082;35548.6561420837;36559.2764541062;37570.9167849775;39360.4320898099;40186.9453085917;41161.5625780613;42900.8133510832;44006.7127561133;44780.1156664312;45651.591942431;47380.1664464359;48078.8438742404;46708.7358567087;47929.443463014;49960.2678680839;53778.4886740831;53672.1042194471;52073.9846164495;45900.7030253586;45281.3019203255;48929.4470119951;50114.1503913545;51879.7363438765;50682.7595647482;54901.512628498;61248.1801285972;
Bahamas; The;BHS;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20525.4533836103;19936.0442553921;19198.9491919612;19290.9732214977;19920.1234902522;20834.566128494;21722.0500051927;22003.2206335061;22914.2522233664;24518.3605022664;25732.9965006504;26625.89831464;27408.4499964747;27229.956414693;27829.5248446479;29274.6456939742;30511.0520850914;31344.1962349777;30761.9272227029;29242.2905183157;29629.2525061559;30053.6711228981;30723.1730198362;29911.9168395845;31255.387707412;31746.8033825774;32112.2038931048;34067.8461834433;35647.1369697242;35780.7596716952;27595.9694509426;33614.7395177735;40942.7767235251
Bosnia and Herzegovina;BIH;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;943.241639687652;1166.98974063666;2155.14670805565;2844.3373452073;3270.67318051207;3601.95158393606;4127.60380494155;4291.22946984878;4743.32635505707;4911.70028426936;5405.69712517756;5959.02483138061;6879.30694188748;7697.02150079236;8595.84805046621;8698.18899462159;9087.64475202939;9757.99152824532;10109.3907422377;10788.2778583201;11148.3878335826;11825.9932485406;12869.7519392948;13582.1736974909;14801.2221637835;16354.4901444071;16276.0466407681;18379.5525047191;20950.1998492384;
Belarus;BLR;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5226.13965233312;5335.57879898518;4922.45721730488;4645.89357206881;4194.8810953782;3849.89723219723;4043.74990337195;4601.50308515664;5066.94283398841;5337.01584071637;5801.75812617707;6244.74774348393;6704.59228079556;7369.84590437492;8491.89483353234;9647.12117983096;11006.4559016421;12332.5029152685;13898.9996761756;14050.5715546692;15361.8316988786;16563.2014078209;18105.2867180444;18994.1901887616;19007.9973242876;18095.7034185545;17785.9431970966;18356.0660575514;19430.9092097721;20106.0689126376;20317.231920485;21928.6857574651;22550.6404444662;
Belize;BLZ;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4460.73621604894;5047.70323544695;5702.91908786707;6072.68153499041;6068.63737687779;6083.62002659875;6075.91280199703;6226.48898461562;6315.11527870532;6771.94093597709;7524.97756121552;7828.20660010823;8121.27715688497;8806.39760894338;9192.02833346928;9405.61662239633;9840.06527936784;10142.569109727;9895.0895036482;9645.41376668047;9638.91782892844;9588.60890907548;9096.72890258378;9278.691133596;9191.04275988395;9250.63950773823;9088.98734726424;8798.69905704344;8929.62453849722;9303.71800317986;8010.94498292588;9740.0709476213;11189.8640824336;
Bermuda;BMU;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34870.7477537551;34955.5582770959;35990.578111392;37749.2083732918;38518.4174421737;40763.3866085376;42317.9241727648;44753.9587284979;46678.6017993544;48664.5399508505;53921.7736769822;58484.1524018877;58138.3998128493;60908.0397060905;63578.1922805251;66239.4667912365;71656.7235772631;75627.2475293548;75193.3463873599;71022.3078466874;70627.8221941123;69998.8434204712;67453.8205236015;68993.2274876771;68775.4467426718;71873.2280578182;76362.0514142141;81834.9558735543;83380.8749006674;85145.9436381068;80381.4454933195;86699.2519910027;95868.7802623325;
Bolivia;BOL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2294.72891353634;2446.01566050183;2491.52670796534;2606.57580088191;2732.4421138578;2865.22704633664;2988.5721005623;3132.592372612;3267.2261367183;3267.43222632468;3364.02436571423;3436.37487036006;3514.59137568506;3617.40341020172;3802.81090401932;4025.10904617997;4273.03812270534;4509.2105538811;4794.60369958426;4902.61057678333;5079.38272115006;5363.98790270809;5814.07013496348;6500.87680686824;6920.77886136151;6992.12758144741;7345.82684148722;8244.93344575115;8669.82784866231;8890.46295366602;8110.11475624002;8885.70763881863;9737.67606836986;
Brazil;BRA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6617.94470340613;6793.80794114951;6797.15394123758;7183.8958657829;7644.2186022331;8008.05893035068;8208.219592588;8504.68147854479;8503.69788718713;8541.7107251543;8994.74306173275;9202.87648388982;9510.82388258312;9693.55548229648;10407.8393520952;10954.8602631484;11614.4985380566;12522.5159385831;13281.0743858475;13222.7488780015;14254.5197697447;14989.1577837574;14994.3434693981;15535.723765174;15664.8017411414;14692.6323066956;14208.1611051807;14477.8617680601;14971.0546665932;15307.9412354827;14900.104216322;16260.0987486322;17827.6410509892;
Barbados;BRB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9648.12021732517;9565.67213186221;9198.0066584691;9462.23351381453;9831.61098987298;10216.8588145289;10797.4655617397;11485.4601787548;12028.6825113515;12214.5542851723;13022.7841493541;12965.9179575109;13217.9874764964;13718.3375860786;14231.9170595508;15203.7568396327;16562.125091808;17298.199568594;17667.4813668559;16814.0829325202;16573.8223594241;16744.3665372665;15739.0416727482;15775.0868595081;15613.2813500083;15978.8418524532;16406.2736925225;16233.7921528506;16449.6285678118;16759.3808435159;14788.3336757337;15304.129280943;18210.1343005115;
Brunei Darussalam;BRN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55168.2508834989;57099.0256481043;59512.9401993712;59542.9697581132;61175.5485066134;63693.0916485975;65179.1360653858;63863.7108049069;62830.2712988;64276.500587034;66212.6098228208;68169.5022821683;70522.9035780364;72627.3339025796;73618.9315037168;74921.4136118765;79312.3333137377;80302.2199299065;79040.2883075579;76993.474621141;78784.8272242349;82300.6560453021;86588.6095204115;82305.276253661;80027.9852998551;61572.6217036362;55477.4693975286;60173.0511336013;61084.2580438679;64029.4429997241;65054.1943212652;66347.6580584904;69297.9327104333;
Bhutan;BTN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1565.89862558881;1585.93029966178;1764.3470736126;1930.83747791874;2068.040515952;2233.87260478048;2356.87971386124;2483.07010562117;2610.45825470234;2789.27750163155;2866.75203053985;3091.691290103;3395.99311642714;3642.27689413495;3871.06395173199;4197.3026652619;4561.34767578357;5476.79777123722;5780.84517126121;6139.82065993963;6878.60268495998;7498.95552210622;8140.41451013007;8233.16878369864;8949.74096746514;9839.28726903094;10866.38475794;11619.0645094045;12218.5073478581;13061.5902726007;11802.3159251515;12795.351765707;;
Botswana;BWA;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5818.04803070159;6280.32724189188;6424.18093613182;6511.94003183992;6703.05224865245;7134.51014140869;7501.41981733789;8076.29333008877;8023.35234959742;8733.83074467691;8922.36997837435;8964.84669172997;9478.56674449649;9937.09704587329;10298.3068912566;10907.367049142;11957.5752435946;12739.302747885;13136.4408705378;11119.806162005;12139.7497346694;12976.5291954634;12069.7185225515;12833.5439166035;14338.5740818842;13420.506600771;15277.0423219562;14656.772988721;15321.5223530076;15758.8428810438;14303.755793249;16449.1388641523;18329.8492615705;
Central African Republic;CAF;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;634.177324496431;632.015969546095;585.952580583949;582.872800890118;605.155294740502;644.367978720642;613.65127454276;639.2801578056;658.470255389713;672.80711761996;652.393760718375;681.360011221161;701.340145279042;660.417846049021;703.37720097409;715.726242711717;757.618328911279;798.836079380152;813.832069367003;870.422304732301;902.781584213177;945.593128485274;1024.24756278492;683.96563252261;670.103823403593;733.749580708051;787.471168424675;839.600009452135;875.193717756484;898.315319932093;895.251477184961;924.91089533575;973.246270390756;
Canada;CAN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20229.7558681625;20224.6873311056;20626.2020585898;21440.0469855991;22632.8340863081;23485.6419280396;24050.1750062174;25258.8605604948;26319.6741635105;27841.3533496575;29362.0841609786;30230.8029655917;30963.0530022941;32349.9436608677;33925.7067319515;36327.2286544972;38119.4131958397;39575.3097484091;40376.3068799056;38865.4134577266;40099.4482394377;41666.7076267956;42290.9654102745;44298.5787342765;45753.7505547994;44670.0805385838;46472.3402486315;48317.1745835151;49992.7622757708;50522.1602400667;48380.6844333467;55634.8275796301;61380.1983945967;
Central Europe and the Baltics;CEB;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7092.20898208516;6646.41168628613;6687.60137469297;6956.11809380311;7395.32310814822;7990.28015178235;8399.1110561697;8704.63072598242;9097.05936314243;9396.46875188486;10015.9866900126;10801.6195833311;11679.8410359217;12341.0271683409;13483.8628829388;14312.6059031658;15921.8215398219;17765.6332517258;19675.7960446051;19702.0764235627;20822.4814888359;22310.9863111924;23108.848473235;23862.0462131746;24928.834254486;26136.327785016;27755.2808130071;29831.6298631743;32013.8757751331;35470.7306311279;35840.3783174436;39897.0535860178;45181.6902015382;
Switzerland;CHE;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28442.331604763;28773.0139362181;29093.3238541076;29475.7500522008;30245.3759671361;30821.4370522444;31497.7419568964;32728.0114219533;33857.6531675935;34742.6318631555;36695.2070554187;37822.9275072501;38704.9584597242;38737.3079261209;40176.5707415374;41524.8488732932;46275.5494842863;50929.4927044896;53808.7841127066;52971.3732760585;54432.3330821362;57493.5810559211;59440.9158607666;61656.4661708516;63417.0437157565;65265.04573356;67350.7518747757;68193.5054944094;70688.8187491194;73732.2353322093;72997.8239503282;81603.2073073193;90746.4532786;
Channel Islands;CHI;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;CHL;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4437.05641449552;4872.13961485129;5533.63321281324;6026.74984074098;6473.88726498171;7250.18766943476;7959.48592500529;8581.43564282865;8927.83682164128;8921.98457218019;9468.32007053512;9876.22661166652;10239.3846423616;10820.6728849357;11735.17646243;12685.0279639491;15676.5845107979;16875.7125832612;16550.4505182081;16118.3760641462;18104.725602048;20330.527344542;21584.6817024018;22425.59172455;22779.42810456;22691.4843621384;23492.2880341354;24546.9124831181;25564.5375556485;25853.7701486892;25464.8499319251;29148.240521695;31436.5772538227;
China;CHN;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;981.419207420534;1093.56622897686;1262.02548339564;1454.4915919855;1660.34687963985;1860.52506258639;2060.86809986211;2266.72883825823;2448.48229050966;2650.17868573754;2917.24252978556;3208.22995654432;3532.08165141829;3938.73027454873;4427.13100327793;5056.40472418203;5842.77863600308;6818.92340935134;7581.45351262692;8305.76018511512;9254.77960352629;10292.940478173;11168.6972979983;11872.4973811817;12480.3385303005;12897.502286878;13483.3772664595;14243.5326108491;15497.8257403082;16655.3993636127;17209.4429541562;19484.4861576535;21482.5621847397;
